galaxy,field,TRGB,RGB AGB Ratio,FWHM,Ratio Error,RGB AGB Ratio pm 1,# star below tip,Slope,Tip Color,Extinction,A606,A814
ngc3031,ngc3031-field04,23.846000000000238,3.75,0.33,1.2183492931011204,9.5625,153.0,15.477879530504097,1.1898750000000007,0.0089664956003959,0.1770875,0.1152425
ngc3031,ngc3031-field04,24.516000000000346,2.1724137931034484,0.3,0.34470865963456937,3.0864197530864197,250.0,7.000053179132505,1.1585609756097561,0.0089664956003959,0.1770875,0.1152425
ngc3031,ngc3031-field05,23.797000000000196,9.55,0.31,2.2444654151935604,24.115384615384617,627.0,5.785833461649622,1.4444615384615385,0.0114142486701725,0.15538,0.101116
ngc3031,ngc3031-field05,24.267000000000273,2.401129943502825,0.34,0.21479927496601306,5.227979274611399,1009.0,3.928790093420125,1.396339130434783,0.0114142486701725,0.15538,0.101116
ngc3031,ngc3031-field06,23.01600000000026,5.0,0.19,5.47722557505166,12.5,25.0,-360.6557377048186,1.254999999999999,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field06,23.886000000000394,5.9,0.35,2.0176719257599833,9.066666666666666,136.0,11.788762446657207,1.2058461538461538,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field06,24.276000000000458,1.7674418604651163,0.17,0.33726990746111013,4.326530612244898,212.0,7.110569553083649,1.1618148148148142,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field06,24.836000000000546,1.8227848101265822,0.27,0.2552072693042985,2.53125,324.0,5.8783088159086,1.1137073170731708,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field06,25.8460000000007,1.3333333333333333,0.17,0.13038637645299292,1.177914110429448,384.0,7.3146124096182525,0.9387126436781613,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field06,26.176000000000755,1.142156862745098,0.14,0.10951495470135267,0.6197916666666666,238.0,3.871928518242741,0.9187692307692304,0.0079085648340675,0.15081,0.098142
ngc3031,ngc3031-field07,23.41500000000012,3.0,0.16,2.0,4.714285714285714,33.0,37.20930232557896,1.1350000000000016,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field07,23.815000000000182,4.4,0.26,2.1799082549501945,5.8,58.0,-36.69724770642142,1.0884999999999991,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field07,24.355000000000267,1.36,0.21,0.35830713082493915,2.6333333333333333,79.0,8.757334267448963,1.1067499999999997,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field07,25.315000000000417,1.6097560975609757,0.18,0.3201017670189842,1.922077922077922,148.0,4.632987809158367,1.0029545454545443,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field07,25.71500000000048,1.3508771929824561,0.15,0.23603993059094733,1.3775510204081634,135.0,3.334615877901764,0.8208846153846155,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field07,26.105000000000537,1.0434782608695652,0.18,0.17579323913138253,0.5984251968503937,76.0,4.955401387512392,0.8367999999999998,0.0062264377366462,0.1418985,0.0923427
ngc3031,ngc3031-field08,23.530000000000335,14.0,0.2,14.491376746189438,15.25,61.0,33.70786516853774,1.1480000000000015,0.0070200882604043,0.152638,0.0993316
ngc3031,ngc3031-field08,24.090000000000423,3.7857142857142856,0.21,1.1375834957982365,8.0,120.0,3.5077364138454388,1.3246153846153847,0.0070200882604043,0.152638,0.0993316
ngc3031,ngc3031-field09,23.868000000000393,7.201754385964913,0.39,0.7198136980078489,16.375757575757575,2702.0,7.010073115287419,1.5058372093023265,0.0163440285383479,0.1578935,0.1027517
ngc3031,ngc3031-field09,24.13800000000043,3.705426356589147,0.31,0.2122575275138461,8.405286343612335,3816.0,4.8681383110674,1.5116656346749227,0.0163440285383479,0.1578935,0.1027517
ngc3031,ngc3031-field09,24.42800000000048,2.1550802139037435,0.29,0.08527684354618918,4.721507352941177,5137.0,4.312731979118951,1.4631685950413233,0.0163440285383479,0.1578935,0.1027517
ngc3031,ngc3031-field10,24.232000000000674,3.454828660436137,0.87,0.21896577730447211,6.9976580796252925,2988.0,4.680771640990602,1.540705645161291,0.0176429860442934,0.1512669999999999,0.0984394
ngc3031,ngc3031-field10,25.0320000000008,1.6533078880407124,0.44,0.05282559800433396,2.7281045751633988,6261.0,3.9020274600428206,1.3710440806045328,0.0176429860442934,0.1512669999999999,0.0984394
ngc3031,ngc3031-field10,25.35200000000085,1.5734331150608045,0.51,0.043518782342477295,2.1867329047340736,7483.0,3.9877835959164454,1.292577515865819,0.0176429860442934,0.1512669999999999,0.0984394
ngc3031,ngc3031-field11,23.851000000000212,4.7894736842105265,0.32,0.6974707672419806,12.105263157894736,920.0,30.915392522292617,1.3848723404255319,0.0160444018230726,0.1514955,0.0985881
ngc3031,ngc3031-field11,24.251000000000275,3.1302083333333335,0.54,0.2594908129335015,6.66530612244898,1633.0,4.998113743844202,1.4443642384105966,0.0160444018230726,0.1514955,0.0985881
ngc3031,ngc3031-field11,24.88100000000037,1.759231905465288,0.35,0.0846761909607206,3.1611909650924024,3079.0,3.920360128817373,1.3515685714285721,0.0160444018230726,0.1514955,0.0985881
ngc3031,ngc3031-field11,25.411000000000456,1.5621931260229132,0.49,0.05723183742668209,2.327272727272727,4480.0,4.3119887650211,1.2159839486356334,0.0160444018230726,0.1514955,0.0985881
ngc3031,ngc3031-field11,26.121000000000564,1.2765559195133365,0.44,0.036877105185074026,1.2716083150984683,4649.0,2.6547835071059143,1.0373423423423431,0.0160444018230726,0.1514955,0.0985881
ngc3031,ngc3031-field12,23.87900000000004,6.25,0.19,3.365728004459065,13.75,55.0,11.75482787573466,1.1430000000000007,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,24.19900000000009,2.4285714285714284,0.22,0.7712017807220891,4.0,64.0,6.540222367560476,1.1791000000000005,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,24.83900000000019,1.1666666666666667,0.13,0.2902744550580696,1.7358490566037736,92.0,7.565683891971183,1.0509090909090915,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,25.26900000000026,2.107142857142857,0.21,0.4835580138615007,2.3230769230769233,151.0,5.755690995243732,1.0460666666666667,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,25.82900000000035,1.75,0.28,0.2931509849889643,2.707865168539326,241.0,9.32695381379088,0.9270370370370372,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,26.43900000000044,1.4711538461538463,0.32,0.18696584131680058,2.2215568862275448,371.0,18.701193002699195,0.8478301886792458,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,27.319000000000578,2.403314917127072,0.41,0.21257741531694263,2.585139318885449,835.0,3.821464674113702,0.7962767857142857,0.0065001545524049,0.148068,0.0963576
ngc3031,ngc3031-field12,27.619000000000625,1.707236842105263,0.3,0.12330288015197542,1.5611353711790392,715.0,2.5126777668829816,0.7860558659217874,0.0065001545524049,0.148068,0.0963576
ngc4244,ngc4244-field04,24.485000000000305,3.75,0.22,2.1102428770167667,5.571428571428571,39.0,11.169024571853944,0.9093333333333339,0.0152078804577924,0.043415,0.028253
ngc4244,ngc4244-field04,25.245000000000424,1.6875,0.17,0.5323976574187756,2.3076923076923075,60.0,4.922067268252633,0.8137777777777787,0.0152078804577924,0.043415,0.028253
ngc4244,ngc4244-field05,23.040000000000248,3.0,0.18,2.449489742783178,3.6666666666666665,11.0,3.199999999999982,1.4190000000000005,0.010748983419686,0.04113,0.0267659999999999
ngc4244,ngc4244-field05,25.54000000000064,3.3333333333333335,0.2,2.194268628681278,2.75,22.0,1.4471780028943582,1.168999999999997,0.010748983419686,0.04113,0.0267659999999999
ngc4244,ngc4244-field06,24.072000000000365,5.384615384615385,0.34,1.149894614315926,9.525,381.0,4.711817619342255,1.2082727272727274,0.0303802854097288,0.0409015,0.0266173
ngc4244,ngc4244-field06,25.762000000000626,1.4655737704918033,0.2,0.10884611256483441,1.276978417266187,710.0,4.90213863528419,0.8970413793103447,0.0303802854097288,0.0409015,0.0266173
ngc4244,ngc4244-field07,22.703000000000046,5.0,0.17,5.47722557505166,5.0,5.0,3.472222222222219,0.7940000000000005,0.0084955047623075,0.040673,0.0264686
ngc4244,ngc4244-field07,24.00300000000025,2.0,0.13,2.449489742783178,2.0,8.0,5.305039787798424,1.2169999999999987,0.0084955047623075,0.040673,0.0264686
ngc4244,ngc4244-field07,24.70300000000036,6.0,0.2,6.48074069840786,2.0,8.0,2.521008403361349,1.251999999999999,0.0084955047623075,0.040673,0.0264686
ngc4244,ngc4244-field07,25.633000000000507,3.5,0.15,2.8062430400804557,1.25,10.0,1.9665683382497552,1.0145,0.0084955047623075,0.040673,0.0264686
ngc4565,ngc4565-field01,26.31600000000038,5.169597989949748,0.47,0.2001705973658514,9.053080568720379,9551.0,3.725848011274856,1.3089551282051297,0.0116347507578121,0.0303905,0.0197771
ngc4565,ngc4565-field02,26.35800000000068,5.972312703583062,0.38,0.2604207061477504,10.725343320848939,8591.0,3.301925264455271,1.3769358778625964,0.0117060837234083,0.030619,0.0199258
ngc4565,ngc4565-field03,26.29000000000054,8.133333333333333,0.29,1.573578135380683,14.488372093023257,623.0,5.50936592206751,1.2251818181818186,0.0039659611387768,0.030619,0.0199258
ngc4736,ngc4736-field02,24.194000000000422,9.461538461538462,0.36,1.234019377236654,24.734177215189874,1954.0,4.801922751318388,1.5137777777777779,0.0130590054343853,0.029248,0.0190336
ngc4736,ngc4736-field02,24.48400000000047,4.029304029304029,0.34,0.2724505196860128,9.234323432343235,2798.0,2.788893151834417,1.55463670411985,0.0130590054343853,0.029248,0.0190336
ngc4736,ngc4736-field03,24.183000000000355,11.5,0.36,2.680951323690902,30.08,752.0,6.935340635175729,1.4782500000000003,0.0125870371280453,0.0290195,0.0188849
ngc4736,ngc4736-field03,24.54300000000041,3.8449612403100777,0.38,0.38001109918303894,8.681159420289855,1198.0,3.130115809973522,1.5117603305785121,0.0125870371280453,0.0290195,0.0188849
ngc4736,ngc4736-field03,25.21300000000052,1.6202290076335877,0.28,0.09001029462762643,2.314176245210728,1812.0,3.0096655861565575,1.3210193050193049,0.0125870371280453,0.0290195,0.0188849
ngc5236,ngc5236-field01,24.59200000000056,6.180616740088106,0.77,0.44216448007035003,16.238805970149254,4352.0,3.8444141755649452,1.6599588477366252,0.0209087388301374,0.1163065,0.0756883
ngc5236,ngc5236-field01,25.192000000000654,1.8916083916083917,0.39,0.05645815899634191,3.7371732817037753,7721.0,2.8867824572220697,1.5439999999999987,0.0209087388301374,0.1163065,0.0756883
ngc5236,ngc5236-field02,24.54400000000046,6.859375,0.41,0.9177962770155017,14.47872340425532,1361.0,6.477182410411055,1.5205441176470584,0.0173157831121285,0.1089945,0.0709299
ngc5236,ngc5236-field02,24.904000000000515,2.710801393728223,0.38,0.18721548066860272,6.2303030303030305,2056.0,3.2077743610440845,1.536172897196262,0.0173157831121285,0.1089945,0.0709299
ngc5236,ngc5236-field02,25.41400000000059,1.638676844783715,0.26,0.0741700357734417,2.6259259259259258,2836.0,2.5596606821960903,1.417454767726161,0.0173157831121285,0.1089945,0.0709299
ngc5236,ngc5236-field03,22.38700000000015,2.75,0.18,1.6056540723331412,1.5833333333333333,19.0,21.85792349726778,1.3825000000000003,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field03,23.127000000000265,1.5714285714285714,0.22,0.7597759375096442,1.4166666666666667,17.0,-6.329113924050583,1.3979999999999997,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field03,23.897000000000382,1.6666666666666667,0.13,0.8606629658238704,2.857142857142857,40.0,4.953998584571896,1.4399999999999977,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field03,24.237000000000435,4.6,0.34,2.269801753457777,4.529411764705882,77.0,4.058167061210689,1.31175,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field03,24.987000000000556,1.84375,0.33,0.40478250573996527,2.9565217391304346,136.0,5.444152073314562,1.18235,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field03,25.607000000000653,1.4285714285714286,0.22,0.2489043044418463,1.6382978723404256,154.0,6.985191394244215,0.9781599999999999,0.011919664641068,0.0911715,0.0593313
ngc5236,ngc5236-field04,24.528000000000475,3.6984126984126986,0.33,0.5251858202699187,6.764705882352941,575.0,4.354808820804251,1.3003333333333333,0.0110115813737092,0.0870585,0.0566547
ngc5236,ngc5236-field05,24.46800000000045,5.787037037037037,0.3,0.6030542226179709,9.587096774193549,1486.0,3.5134429778226606,1.3825047619047623,0.0099115296041474,0.0879725,0.0572495
ngc5236,ngc5236-field09,21.84200000000005,3.0,0.13,2.449489742783178,9.0,18.0,4.998214923241669,1.5315000000000012,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,22.212000000000103,3.3333333333333335,0.2,2.194268628681278,4.4,22.0,30.303030303029153,1.47,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,22.692000000000178,1.4444444444444444,0.15,0.6263531305662134,2.5,30.0,4.282655246252689,1.4974999999999987,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,23.342000000000283,1.7,0.25,0.6774953874381728,1.2727272727272727,28.0,-6.741573033707911,1.3059999999999996,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,24.152000000000406,1.875,0.15,0.820870346035231,1.16,29.0,8.303677342823196,1.2400000000000013,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,25.142000000000564,1.3333333333333333,0.18,0.45542003404264875,1.3448275862068966,39.0,5.731962514784821,1.119571428571429,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,25.792000000000662,1.4375,0.19,0.467968097870998,1.375,44.0,3.353172939894379,1.1436249999999997,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field09,26.622000000000796,0.6,0.14,0.21908902300206642,0.3157894736842105,12.0,363.63636363627154,0.8030000000000008,0.0075685510712102,0.0961985,0.0626027
ngc5236,ngc5236-field10,21.53500000000004,8.0,0.18,8.48528137423857,15.0,15.0,1.8181818181818077,1.836000000000002,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,21.835000000000086,3.0,0.15,2.0,4.25,17.0,2.0876826722338238,1.6720000000000006,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,23.16500000000029,2.75,0.22,1.6056540723331412,2.3636363636363638,26.0,9.033423667570043,1.3249999999999993,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,23.60500000000036,1.6666666666666667,0.16,0.7027283689263065,3.5714285714285716,50.0,9.360374414976599,1.303,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,24.115000000000443,2.8461538461538463,0.21,0.9176368295426524,4.041666666666667,97.0,3.3040061074052276,1.2878749999999997,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,24.41500000000049,2.736842105263158,0.21,0.7336694657464317,4.466666666666667,134.0,3.023964922006903,1.2917333333333334,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,24.895000000000564,1.6938775510204083,0.33,0.3051630112683271,2.5,170.0,5.0806049012374395,1.0912400000000004,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,25.485000000000653,1.2467532467532467,0.14,0.19073156853107665,1.674074074074074,226.0,34.02279442802882,0.9081612903225806,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,25.795000000000705,1.5443037974683544,0.31,0.2230166598858189,1.4387096774193548,223.0,4.709963322751837,0.8893783783783779,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field10,26.205000000000766,1.0545454545454545,0.17,0.14034410860608207,0.6894736842105263,131.0,4.3562816024892985,0.875125,0.0098167906918975,0.0914,0.05948
ngc5236,ngc5236-field11,24.42900000000045,3.1739130434782608,0.24,0.7589362421247396,5.0256410256410255,196.0,5.360457920792078,1.2288888888888887,0.013979781642607,0.0957415,0.0623053
ngc5236,ngc5236-field11,24.839000000000517,1.9827586206896552,0.21,0.3193228387084791,3.7948717948717947,296.0,5.004211552954734,1.095735294117647,0.013979781642607,0.0957415,0.0623053
ngc5236,ngc5236-field11,25.289000000000584,1.801980198019802,0.28,0.22358715562205547,2.9161290322580644,452.0,5.930313293662842,1.0489642857142856,0.013979781642607,0.0957415,0.0623053
ngc5236,ngc5236-field11,25.989000000000694,1.433673469387755,0.38,0.13342224453900828,0.9788519637462235,324.0,5.394140002451892,0.9297499999999999,0.013979781642607,0.0957415,0.0623053
ngc5236,ngc5236-field12,22.170000000000066,3.5,0.21,2.8062430400804557,8.5,17.0,-2.1886627270737447,1.0044999999999984,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,22.610000000000134,1.2857142857142858,0.19,0.6479390965872468,2.888888888888889,26.0,12.820512820512919,1.2719999999999996,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,23.190000000000225,1.6363636363636365,0.19,0.6262478152222358,2.6470588235294117,45.0,5.825808330905866,1.4614000000000011,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,23.640000000000292,1.4444444444444444,0.2,0.44289854604079254,1.8888888888888888,51.0,3.697183098591536,1.2113333333333338,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,24.610000000000447,2.380952380952381,0.22,0.6191348272778252,2.5416666666666665,122.0,9.150535914253798,0.8996923076923072,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,24.820000000000476,1.7096774193548387,0.17,0.3865761327014491,2.7222222222222223,147.0,5.678884873515728,1.0150000000000003,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,25.27000000000055,1.82,0.2,0.3203872656645392,2.825,226.0,5.364559298569453,0.8726666666666666,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,25.500000000000583,1.7540983606557377,0.23,0.28141793840754975,2.4411764705882355,249.0,6.540018685767656,0.7711666666666671,0.0123556295006738,0.0911715,0.0593313
ngc5236,ngc5236-field12,25.97000000000066,1.3271028037383177,0.25,0.1698901419479857,1.2134146341463414,199.0,4474.025974012097,0.7363773584905662,0.0123556295006738,0.0911715,0.0593313
ngc7793,ngc7793-field01,23.80700000000028,5.073529411764706,0.42,0.6731644989919126,9.122222222222222,821.0,4.1432559617619535,1.2488923076923075,0.0329258004391594,0.036103,0.0234946
ngc7793,ngc7793-field01,25.337000000000522,1.5260504201680671,0.23,0.08049093382908196,1.8952734012974977,2045.0,7.075096598151612,0.9118503401360538,0.0329258004391594,0.036103,0.0234946
ngc7793,ngc7793-field02,23.789000000000264,7.8,0.3,3.7051315766110116,9.75,78.0,6.384472961757051,1.146749999999999,0.0203201367098782,0.0303905,0.0197771
ngc7793,ngc7793-field03,23.755000000000173,6.3125,0.38,1.698531649874385,13.736842105263158,261.0,5.267424716571408,1.1713157894736836,0.0200144610147994,0.0367885,0.0239407
ngc7793,ngc7793-field03,24.095000000000226,2.596774193548387,0.28,0.38813055680562714,4.928571428571429,345.0,5.075424586989615,1.1525102040816328,0.0200144610147994,0.0367885,0.0239407
ngc7793,ngc7793-field04,23.566000000000244,3.5,0.14,2.8062430400804557,7.0,21.0,2.9662588060808392,1.4319999999999986,0.0128763913676763,0.0317615,0.0206693
ngc7793,ngc7793-field04,23.856000000000286,6.0,0.15,4.582575694955841,5.6,28.0,3.8989974006683887,1.259333333333334,0.0128763913676763,0.0317615,0.0206693
