galaxy,field,TRGB,RGB AGB Ratio,Ratio Error,RGB AGB Ratio pm 1,# star below tip,Slope,Tip Color,Extinction
ngc2403,ngc2403-field04,25.42600000000059,1.5769230769230769,0.1976693399500895,2.032258064516129,378.0,10.29344824446934,0.8048679245283021,0.0137357820742662
ngc2403,ngc2403-field05,23.48700000000032,3.1538461538461537,0.3794239664668143,4.866197183098592,691.0,4.5055284673285465,1.1581587301587302,0.0260343368173493
ngc2403,ngc2403-field05,25.427000000000625,1.5748427672955976,0.07141844545313174,2.137006701414743,2870.0,5.91824133149472,0.7920702179176752,0.0260343368173493
ngc2403,ngc2403-field06,25.91800000000064,1.9444444444444444,0.3987936197658894,1.732394366197183,123.0,11.89671488441266,0.7816818181818181,0.0150209424033857
ngc2403,ngc2403-field07,25.467000000000596,1.5,0.3321055820775357,1.8923076923076922,123.0,5.8302189001601805,0.8316153846153846,0.0136162752580399
ngc2403,ngc2403-field07,25.827000000000652,2.1142857142857143,0.433737570292662,1.4788732394366197,105.0,4.580152671755717,0.8273333333333337,0.0136162752580399
ngc3031,ngc3031-field02,23.918000000000205,9.777777777777779,2.419627106823863,27.08695652173913,623.0,8.042213674942026,1.5517826086956519,0.0135710038523955
ngc3031,ngc3031-field02,24.348000000000276,2.610738255033557,0.2515281148485324,6.670731707317073,1094.0,3.6378721671151184,1.578598130841122,0.0135710038523955
ngc3031,ngc3031-field02,24.818000000000346,1.806878306878307,0.11583247713222132,3.5901960784313727,1831.0,4.086933067539782,1.4358605769230774,0.0135710038523955
ngc3031,ngc3031-field02,25.518000000000455,1.7014742014742015,0.075145139332513,2.579622641509434,3418.0,4.439487967327137,1.2622979214780607,0.0135710038523955
ngc3031,ngc3031-field02,25.868000000000514,1.5196324143692566,0.05655757661880183,2.3607924921793533,4528.0,5.350166764215534,1.1764202657807312,0.0135710038523955
ngc3031,ngc3031-field02,27.548000000000776,2.219186046511628,0.04557122190754136,1.6115072933549432,9943.0,4.573553090435434,0.8896483856700562,0.0135710038523955
ngc3031,ngc3031-field03,23.737000000000265,4.222222222222222,1.1067816887025137,8.733333333333333,262.0,70.98823089856734,1.223599999999999,0.011447540787144
ngc3031,ngc3031-field03,24.01700000000031,5.620689655172414,1.1327848177273594,8.152173913043478,375.0,4.489488751710053,1.3509032258064517,0.011447540787144
ngc3031,ngc3031-field03,24.317000000000355,2.0104166666666665,0.2510849756614153,4.243478260869566,488.0,4.650874564872995,1.3299841269841273,0.011447540787144
ngc3031,ngc3031-field04,23.465000000000046,9.0,6.708203932499369,36.5,73.0,3.9703546850185525,1.4129999999999985,0.0089664956003959
ngc3031,ngc3031-field04,23.825000000000102,6.285714285714286,2.55778694430911,16.555555555555557,149.0,7.129349881539722,1.2678750000000005,0.0089664956003959
ngc3031,ngc3031-field04,24.235000000000163,3.193548387096774,0.6572744231667618,5.684210526315789,216.0,6.01993956266209,1.2216363636363639,0.0089664956003959
ngc3031,ngc3031-field04,24.52500000000021,2.232142857142857,0.35893206161365326,3.1666666666666665,247.0,6.812511699414787,1.1674054054054055,0.0089664956003959
ngc3031,ngc3031-field05,23.841000000000207,8.5,1.9158430377915998,20.962962962962962,566.0,4.306694814556899,1.5295384615384615,0.0114142486701725
ngc3031,ngc3031-field06,23.86600000000039,5.181818181818182,1.7064864981283958,9.857142857142858,138.0,8.583548199284744,1.2140833333333332,0.0079085648340675
ngc3031,ngc3031-field06,24.266000000000453,1.8372093023255813,0.3481695431317719,4.224489795918367,207.0,5.558732772327652,1.2042413793103446,0.0079085648340675
ngc3031,ngc3031-field06,24.836000000000546,1.6962025316455696,0.24060329132734132,2.3435114503816794,307.0,6.139391529131064,1.1034615384615385,0.0079085648340675
ngc3031,ngc3031-field07,23.79600000000022,5.25,2.8641098093474,6.333333333333333,57.0,10.475423045930771,1.1889999999999992,0.0062264377366462
ngc3031,ngc3031-field07,25.316000000000457,1.6097560975609757,0.3201017670189842,1.922077922077922,148.0,4.632987809158367,1.0029545454545443,0.0062264377366462
ngc3031,ngc3031-field08,23.865000000000336,9.75,5.118898807360818,10.666666666666666,96.0,3.6206376345167373,1.4297500000000003,0.0070200882604043
ngc3031,ngc3031-field08,24.075000000000365,4.545454545454546,1.513773478017703,7.866666666666666,118.0,3.6962007321320605,1.3169230769230773,0.0070200882604043
ngc3031,ngc3031-field09,23.903000000000446,6.525925925925926,0.6031622539312231,15.304812834224599,2862.0,5.348866560746053,1.5751449275362333,0.0163440285383479
ngc3031,ngc3031-field09,24.153000000000482,3.89501312335958,0.2237015045438414,8.547826086956523,3932.0,3.5740000090091533,1.6018742514970061,0.0163440285383479
ngc3031,ngc3031-field10,24.18700000000038,4.494252873563219,0.37671112873399054,9.0,2160.0,3.8195727696060717,1.6331257861635218,0.0176429860442934
ngc3031,ngc3031-field10,25.44700000000058,1.50028328611898,0.046100845393777026,2.036803364879075,5811.0,3.8092931209492398,1.2688987626546677,0.0176429860442934
ngc3031,ngc3031-field11,23.974000000000295,4.921568627450981,0.7559360692721843,11.271428571428572,789.0,4.344074772199169,1.5785999999999996,0.0160444018230726
ngc3031,ngc3031-field11,24.25400000000034,3.786324786324786,0.39356555697856493,7.367741935483871,1142.0,3.202800511748089,1.5695192307692307,0.0160444018230726
ngc3031,ngc3031-field11,24.904000000000444,1.599601593625498,0.09101384304273624,2.904090267983075,2059.0,3.4450545346308905,1.3705341365461854,0.0160444018230726
ngc3031,ngc3031-field11,25.434000000000523,1.5377245508982036,0.06836255361618736,2.2037037037037037,2975.0,4.498358496622503,1.19357411764706,0.0160444018230726
ngc3031,ngc3031-field12,23.880000000000067,5.625,2.158287081229001,13.75,110.0,9.681419305608559,1.2254285714285713,0.0065001545524049
ngc3031,ngc3031-field12,24.210000000000115,2.3846153846153846,0.5571564452702173,4.1875,134.0,3.9471841297732277,1.2457000000000003,0.0065001545524049
ngc3031,ngc3031-field12,25.290000000000283,1.7733333333333334,0.25607406336043864,2.4927536231884058,344.0,7.79548222218411,0.9881111111111109,0.0065001545524049
ngc3031,ngc3031-field12,25.780000000000364,1.5263157894736843,0.1702708077150265,2.480769230769231,516.0,12.91646012996453,0.9039242424242425,0.0065001545524049
ngc3031,ngc3031-field12,26.250000000000433,1.61139896373057,0.14765885595233688,2.143730886850153,701.0,13.374223214308323,0.8708080808080806,0.0065001545524049
ngc3031,ngc3031-field12,27.330000000000602,2.4180522565320666,0.14011387438570333,2.5491251682368774,1894.0,3.702568339301439,0.77561328125,0.0065001545524049
ngc3031,ngc3031-field12,27.640000000000654,1.6757532281205165,0.08020688913116365,1.544243577545195,1623.0,2.4748542331653764,0.7535599999999997,0.0065001545524049
ngc4244,ngc4244-field04,25.245000000000424,1.6470588235294117,0.5064212145737218,2.2962962962962963,62.0,4.922067268252633,0.8137777777777787,0.0152078804577924
ngc4244,ngc4244-field06,24.089000000000368,5.454545454545454,1.2650298517902099,9.9375,318.0,4.739710877636475,1.2188333333333334,0.0303802854097288
ngc4565,ngc4565-field01,26.3290000000004,5.133651551312649,0.19384327318839495,8.97132284921369,9698.0,3.286626939887177,1.3365702380952396,0.0116347507578121
ngc4565,ngc4565-field02,26.361000000000608,5.940032414910859,0.25848335078661794,10.61145703611457,8521.0,3.0254431706122844,1.3980703592814392,0.0117060837234083
ngc4565,ngc4565-field03,26.29000000000046,8.071428571428571,1.6170894020154811,14.65,586.0,5.58547204399632,1.2243500000000003,0.0039659611387768
ngc4736,ngc4736-field02,24.22800000000028,10.777777777777779,1.3277919829809892,23.662921348314608,2106.0,1.801232952588152,1.8766944444444447,0.0130590054343853
ngc4736,ngc4736-field03,24.207000000000313,14.2,3.2851179583083465,31.53846153846154,820.0,2.364483126770233,1.7660294117647055,0.0125870371280453
ngc4736,ngc4736-field03,24.62700000000038,2.47196261682243,0.20026339893322953,5.58008658008658,1289.0,2.0316492509100144,1.6670562499999995,0.0125870371280453
ngc5236,ngc5236-field01,24.550000000000352,8.702247191011235,0.6887186986483178,20.123931623931625,4709.0,2.3997976960359657,1.8752907488986776,0.0209087388301374
ngc5236,ngc5236-field02,24.57600000000039,7.836065573770492,1.0654021733537578,18.320987654320987,1484.0,2.852244153654553,1.7059078947368418,0.0173157831121285
ngc5236,ngc5236-field03,24.281000000000418,3.111111111111111,1.1921094029208208,5.25,84.0,2.390698011373932,1.5383333333333329,0.011919664641068
ngc5236,ngc5236-field03,25.021000000000534,1.5384615384615385,0.31644359661824706,2.537037037037037,137.0,5.902079141515753,1.144181818181818,0.011919664641068
ngc5236,ngc5236-field04,23.800000000000317,5.4,1.8590320061795602,9.631578947368421,183.0,2.0908837468636756,1.7417999999999996,0.0110115813737092
ngc5236,ngc5236-field04,24.51000000000043,3.75,0.5639861320483484,6.023529411764706,512.0,3.262780622439099,1.388119047619048,0.0110115813737092
ngc5236,ngc5236-field05,24.474000000000437,4.7560975609756095,0.47177714156668005,7.5777777777777775,1364.0,3.1718014161636283,1.4152452830188682,0.0099115296041474
ngc5236,ngc5236-field06,24.568000000000488,4.71578947368421,0.5326642058043798,7.144827586206897,1036.0,5.028429969442628,1.164730769230769,0.0054888523900414
ngc5236,ngc5236-field10,24.115000000000443,3.3636363636363638,1.1551342287375967,4.285714285714286,90.0,3.160806005531408,1.320125,0.0098167906918975
ngc5236,ngc5236-field10,24.41500000000049,2.473684210526316,0.6724972230008608,3.90625,125.0,2.989685584732671,1.2917333333333334,0.0098167906918975
ngc5236,ngc5236-field10,24.87500000000056,1.75,0.3307189138830738,2.5873015873015874,163.0,4.96437197231034,1.1060400000000004,0.0098167906918975
ngc5236,ngc5236-field11,24.41900000000045,3.3529411764705883,0.9265735648818165,4.71875,151.0,5.116230094086597,1.2766428571428572,0.013979781642607
ngc5236,ngc5236-field11,25.229000000000575,1.9166666666666667,0.2786444812185956,2.909090909090909,320.0,5.262320914834256,1.09025641025641,0.013979781642607
ngc5236,ngc5236-field12,23.246000000000308,1.9285714285714286,0.6351579771810131,2.2222222222222223,60.0,3.0236855367041846,1.144222222222222,0.0123556295006738
ngc5236,ngc5236-field12,24.246000000000464,1.7878787878787878,0.38864135324914223,2.6666666666666665,160.0,7.4249071886601445,0.8135,0.0123556295006738
ngc5236,ngc5236-field12,24.596000000000515,2.5,0.4930066485916347,3.108108108108108,230.0,6.73325103804288,0.7927666666666665,0.0123556295006738
ngc5236,ngc5236-field12,25.096000000000593,1.5555555555555556,0.21016682902386827,2.8492063492063493,359.0,7.880200269568791,0.7126739130434782,0.0123556295006738
ngc5236,ngc5236-field12,25.236000000000615,1.663265306122449,0.2126057188326252,2.481012658227848,392.0,6.170601112115022,0.6837358490566037,0.0123556295006738
ngc5236,ngc5236-field12,25.56600000000067,1.5833333333333333,0.1760311133349808,1.9954545454545454,439.0,5.60584724736806,0.6367272727272729,0.0123556295006738
ngc7793,ngc7793-field01,23.80700000000028,5.0588235294117645,0.6713739099254281,9.213483146067416,820.0,4.1432559617619535,1.2488923076923075,0.0329258004391594
ngc7793,ngc7793-field01,25.337000000000522,1.5277310924369747,0.08056203187747922,1.8916666666666666,2043.0,7.01135334694075,0.9120580204778151,0.0329258004391594
ngc7793,ngc7793-field02,23.789000000000264,7.8,3.7051315766110116,9.75,78.0,6.384472961757051,1.146749999999999,0.0203201367098782
ngc7793,ngc7793-field03,23.727000000000203,7.3076923076923075,2.1610193316260164,17.466666666666665,262.0,5.526033627505287,1.1898571428571425,0.0200144610147994
ngc7793,ngc7793-field03,24.077000000000254,2.8448275862068964,0.43426258506073484,5.4375,348.0,4.340440684653995,1.1723181818181816,0.0200144610147994
ngc7793,ngc7793-field04,24.856000000000442,1.9375,0.5964167088747598,2.1785714285714284,61.0,6.49287248584261,1.002857142857143,0.0128763913676763
ngc7793,ngc7793-field04,25.776000000000586,1.5517241379310345,0.3695090843066414,0.9322033898305084,55.0,9.501187648456131,0.8780000000000003,0.0128763913676763
ngc7814,ngc7814-field03,26.833000000000624,5.479338842975206,0.5416724407338009,8.482758620689655,1230.0,1.758001066328515,1.2883278688524593,0.0061049998826647
ngc7814,ngc7814-field04,26.86300000000017,3.6931818181818183,0.31381789160719853,4.921658986175115,1068.0,1.46170325132583,1.303805031446541,0.0054275563531105
ngc7814,ngc7814-field05,26.788000000000388,4.466830466830467,0.24494598956508362,6.671487603305785,3229.0,1.5282967596846297,1.4075495978552286,0.0090236115743466
